100,2,5,5,0.1,0.33774834437086093,1.0,0.8949138293400589,1.0,0.8949138293400589
100,2,5,5,0.5,0.9310661764705883,1.0,0.8938554074772969,1.0,0.8938554074772969
100,2,5,5,1,0.7777777777777778,1.0,0.8891017239641092,1.0,0.9294283697953423
100,2,5,5,2,0.9151103565365025,1.0,0.9151103565365025,1.0,0.904973075704783
100,2,5,5,3,0.9396135265700483,1.0,0.8899889988998899,1.0,0.8899889988998899
100,2,5,5,4,0.959983993597439,1.0,0.8572011423908609,1.0,0.8782467532467533
100,2,5,5,5,0.9184006527947777,1.0,0.9198717948717949,1.0,0.9099189270343309
100,2,5,6,0.1,0.9691071980228607,1.0,0.8938879456706281,1.0,0.8938879456706281
100,2,5,6,0.5,0.9299929992999301,1.0,0.8899009108197378,1.0,0.8998397435897436
100,2,5,6,1,0.9789827658680117,1.0,0.9244957394024377,1.0,0.9244957394024377
100,2,5,6,2,0.96999699969997,1.0,0.867007672634271,1.0,0.867007672634271
100,2,5,6,3,0.8998397435897436,1.0,0.8698828946051447,1.0,0.8792270531400965
100,2,5,6,4,0.8795664391810518,1.0,0.8993558776167472,1.0,0.9197109594540345
100,2,5,6,5,0.9898280948021565,1.0,0.9173212071103762,1.0,0.9173212071103762
100,2,5,7,0.1,0.9299929992999301,1.0,0.8579545454545454,1.0,0.8689384010484928
100,2,5,7,0.5,0.907928388746803,1.0,0.9199679871948779,1.0,0.90999099909991
100,2,5,7,1,0.96999699969997,1.0,0.90999099909991,1.0,0.8799519807923168
100,2,5,7,2,0.9499549594635172,1.0,0.8677652324280338,1.0,0.8677652324280338
100,2,5,7,3,0.8958333333333333,1.0,0.8849252013808976,1.0,0.8949138293400589
100,2,5,7,4,0.8397435897435898,1.0,0.8891017239641092,1.0,0.8787878787878788
100,2,5,7,5,0.904973075704783,1.0,0.8597778017473843,1.0,0.8597778017473843
100,2,5,8,0.1,0.8894583458948849,1.0,0.9095568284594513,1.0,0.9197109594540345
100,2,5,8,0.5,0.8594941790445605,1.0,0.8867263927504891,1.0,0.8867263927504891
